?x	?p	?label
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Demagnetizing factor, a function of exciter alternator reactances (<i>K</i><i><sub>D</sub></i>) (&gt;= 0).  Typical value = 0,499."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>K</i><i><sub>E</sub></i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.kf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gains (<i>K</i><i><sub>F</sub></i>) (&gt;= 0).  Typical value = 0,143."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.kn>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gain (<i>K</i><i><sub>N</sub></i>) (&gt;= 0).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.kr>	<http://www.w3.org/2004/02/skos/core#definition>	"Constant associated with regulator and alternator field power supply (<i>K</i><i><sub>R</sub></i>) (&gt; 0).  Typical value = 3,77."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.seve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E1</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 1,143."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.seve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E2</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 0,013."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>B</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.tc>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>T</i><i><sub>E</sub></i>) (&gt; 0).  Typical value = 1,17."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.tf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.vamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>AMAX</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.vamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>AMIN</sub></i>) (&lt; 0).  Typical value = -0,95."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.ve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E1</sub></i>) (&gt; 0).  Typical value = 6,24."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.ve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E2</sub></i>) (&gt; 0).  Typical value = 4,68."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.vemin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum exciter voltage output (<i>V</i><i><sub>EMIN</sub></i>) (&lt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.vfemax>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limit reference (<i>V</i><i><sub>FEMAX</sub></i>) (&gt;= 0).  Typical value = 16."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 200."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 0,015."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>B</sub></i>) (&gt;= 0).  Typical value = 10."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.tc>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.vimax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator input limit (<i>V</i><i><sub>IMAX</sub></i>) (&gt; 0).  Typical value = 10."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.vimin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator input limit (<i>V</i><i><sub>IMIN</sub></i>) (&lt; 0).  Typical value = -10."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>RMAX</sub></i>) (&gt; 0).  Typical value = 5,64."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC4A.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -4,53."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.efd1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter voltage at which exciter saturation is defined (<i>E</i><i><sub>FD1</sub></i>) (&gt; 0).  Typical value = 5,6."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.efd2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter voltage at which exciter saturation is defined (<i>E</i><i><sub>FD2</sub></i>) (&gt; 0).  Typical value = 4,2."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 400."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>K</i><i><sub>E</sub></i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.kf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gains (<i>K</i><i><sub>F</sub></i>) (&gt;= 0).  Typical value = 0,03."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.seefd1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>E</i><i><sub>FD1</sub></i> (<i>S</i><i><sub>E</sub></i><i>[E</i><i><sub>FD1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,86."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.seefd2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>E</i><i><sub>FD2</sub></i> (<i>S</i><i><sub>E</sub></i><i>[E</i><i><sub>FD2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 0,02."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>T</i><i><sub>E</sub></i>) (&gt; 0).  Typical value = 0,8."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.tf1>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F1</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.tf2>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F2</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.tf3>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F3</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>RMAX</sub></i>) (&gt; 0).  Typical value = 7,3."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC5A.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -7,3."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 536."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0). Typical value = 0,173."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Demagnetizing factor, a function of exciter alternator reactances (<i>K</i><i><sub>D</sub></i>) (&gt;= 0).  Typical value = 1,91."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>K</i><i><sub>E</sub></i>).  Typical value = 1,6."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.kh>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limiter gain (<i>K</i><i><sub>H</sub></i>) (&gt;= 0).  Typical value = 92."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.seve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E1</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E1</sub></i><i>])</i> (&gt;= 0).  Typical value = 0,214."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.seve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E2</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,044."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>A</sub></i>) (&gt;= 0).  Typical value = 0,086."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>B</sub></i>) (&gt;= 0).  Typical value = 9."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.tc>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>T</i><i><sub>E</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.th>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limiter time constant (<i>T</i><i><sub>H</sub></i>) (&gt; 0).  Typical value = 0,08."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.tj>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limiter time constant (<i>T</i><i><sub>J</sub></i>) (&gt;= 0).  Typical value = 0,02."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.tk>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>K</sub></i>) (&gt;= 0).  Typical value = 0,18."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.vamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>AMAX</sub></i>) (&gt; 0).  Typical value = 75."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.vamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (V<sub>AMIN</sub>) (&lt; 0).  Typical value = -75."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.ve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E1</sub></i>) (&gt; 0).  Typical value = 7,4."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.ve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E2</sub></i>) (&gt; 0).  Typical value = 5,55."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.vfelim>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limit reference (<i>V</i><i><sub>FELIM</sub></i>) (&gt; 0).  Typical value = 19."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.vhmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum field current limiter signal reference (<i>V</i><i><sub>HMAX</sub></i>) (&gt; 0).  Typical value = 75."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>RMAX</sub></i>) (&gt; 0).  Typical value = 44."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC6A.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -36."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0). Typical value = 0,18."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Demagnetizing factor, a function of exciter alternator reactances (<i>K</i><i><sub>D</sub></i>) (&gt;= 0).  Typical value = 0,02."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kdr>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator derivative gain (<i>K</i><i><sub>DR</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>K</i><i><sub>E</sub></i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kf1>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gain (<i>K</i><i><sub>F1</sub></i>) (&gt;= 0).  Typical value = 0,212."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kf2>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gain (<i>K</i><i><sub>F2</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kf3>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gain (<i>K</i><i><sub>F3</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kia>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator integral gain (<i>K</i><i><sub>IA</sub></i>) (&gt;= 0).  Typical value = 59,69."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kir>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator integral gain (<i>K</i><i><sub>IR</sub></i>) (&gt;= 0).  Typical value = 4,24."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kl>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field voltage lower limit parameter (<i>K</i><i><sub>L</sub></i>).  Typical value = 10."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kp>	<http://www.w3.org/2004/02/skos/core#definition>	"Potential circuit gain coefficient (<i>K</i><i><sub>P</sub></i>) (&gt; 0).  Typical value = 4,96."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kpa>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator proportional gain (<i>K</i><i><sub>PA</sub></i>) (&gt; 0 if ExcIEEEAC7B.kia = 0).  Typical value = 65,36."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.kpr>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator proportional gain (<i>K</i><i><sub>PR</sub></i>) (&gt; 0 if ExcIEEEAC7B.kir = 0).  Typical value = 4,24."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.seve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E1</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,44."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.seve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E2</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,075."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.tdr>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant (<i>T</i><i><sub>DR</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>T</i><i><sub>E</sub></i>) (&gt; 0).  Typical value = 1,1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.tf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.vamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>AMAX</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.vamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>AMIN</sub></i>) (&lt; 0).  Typical value = -0,95."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.ve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E1</sub></i>) (&gt; 0).  Typical value = 6,3."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.ve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E2</sub></i>) (&gt; 0).  Typical value = 3,02."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.vemin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum exciter voltage output (<i>V</i><i><sub>EMIN</sub></i>) (&lt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.vfemax>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limit reference (<i>V</i><i><sub>FEMAX</sub></i>).  Typical value = 6,9."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>RMAX</sub></i>) (&gt; 0).  Typical value = 5,79."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC7B.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -5,79."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC8B.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC8B.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0). Typical value = 0,55."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC8B.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Demagnetizing factor, a function of exciter alternator reactances (<i>K</i><i><sub>D</sub></i>) (&gt;= 0).  Typical value = 1,1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC8B.kdr>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator derivative gain (<i>K</i><i><sub>DR</sub></i>) (&gt;= 0).  Typical value = 10."@en
